source,native,name,p_value,significant,intersection_size,term_size,query_size,effective_domain_size,precision,recall,intersections
REAC,REAC:R-HSA-9725370,Signaling by ALK fusions and activated point mutants,0.0002834280324589799,true,3,89,11,11056,0.2727272727272727,0.033707865168539325,REAC;;;;;;;;REAC;;REAC
REAC,REAC:R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,0.0002834280324589799,true,2,14,11,11056,0.18181818181818182,0.14285714285714285,REAC;;;;;;;;REAC;;
REAC,REAC:R-HSA-9700206,Signaling by ALK in cancer,0.0002834280324589799,true,3,89,11,11056,0.2727272727272727,0.033707865168539325,REAC;;;;;;;;REAC;;REAC
REAC,REAC:R-HSA-198323,AKT phosphorylates targets in the cytosol,0.0002834280324589799,true,2,14,11,11056,0.18181818181818182,0.14285714285714285,;;;;;;;;REAC;;REAC
GO:BP,GO:0061982,meiosis I cell cycle process,0.00030979770261231696,true,3,142,11,20972,0.2727272727272727,0.02112676056338028,";TAS,IEA;;;;;IEA;IBA,TAS,IEA;;;"
GO:BP,GO:0071840,cellular component organization or biogenesis,0.00032430560383776776,true,11,8538,11,20972,1,0.0012883579292574372,"IDA,IMP,IEA;IMP,IGI,ISS,IBA,TAS,IC,IEA;IDA,IMP,ISS,IBA,IEA;IDA,ISS,IEA;IDA,IMP,IEA;IMP,IBA,TAS,NAS,IEA;IMP,IEA;IMP,ISS,IBA,TAS,IEA;IDA;IEA;IDA,IMP,IEA"
REAC,REAC:R-HSA-8878159,Transcriptional regulation by RUNX3,0.00033054301405623885,true,3,95,11,11056,0.2727272727272727,0.031578947368421054,REAC;;;;;;;;REAC;;REAC
GO:BP,GO:0070242,thymocyte apoptotic process,0.0003321694757217865,true,2,21,11,20972,0.18181818181818182,0.09523809523809523,"ISS,IEA;;;;IEA;;;;;;"
GO:BP,GO:2000045,regulation of G1/S transition of mitotic cell cycle,0.0003588266050422898,true,3,150,11,20972,0.2727272727272727,0.02,"IMP,IEA;;;;;;;;IDA,IGI,IBA;;IEA"
GO:BP,GO:0051128,regulation of cellular component organization,0.0003744743452206218,true,7,2427,11,20972,0.6363636363636364,0.00288421920065925,"IDA,IMP;IMP,IGI,ISS,IC,IEA;IMP,ISS;IDA;IDA;IMP,NAS;;;IDA;;"
GO:BP,GO:0001832,blastocyst growth,0.0003914464534468252,true,2,23,11,20972,0.18181818181818182,0.08695652173913043,;;;IEA;;;IEA;;;;
GO:BP,GO:0032212,positive regulation of telomere maintenance via telomerase,0.0003914464534468252,true,2,23,11,20972,0.18181818181818182,0.08695652173913043,";ISS,IEA;ISS;;;;;;;;"
GO:BP,GO:0046777,protein autophosphorylation,0.000402289593389477,true,3,157,11,20972,0.2727272727272727,0.01910828025477707,";IDA,IMP;IDA;;IDA;;;;;;"
REAC,REAC:R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,0.0004092535887159628,true,2,17,11,11056,0.18181818181818182,0.11764705882352941,;;;;;;;;REAC;REAC;
GO:BP,GO:0008156,negative regulation of DNA replication,0.0004224165182645738,true,2,24,11,20972,0.18181818181818182,0.08333333333333333,IEA;;IMP;;;;;;;;
GO:BP,GO:1901700,response to oxygen-containing compound,0.00044225491280419253,true,6,1632,11,20972,0.5454545454545454,0.003676470588235294,"IDA;IDA,ISS,IEA;;;IEA;IDA;;IDA,IEA;;;IDA"
REAC,REAC:R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,0.0004457803699987456,true,2,18,11,11056,0.18181818181818182,0.1111111111111111,REAC;;;;;;;;;REAC;
REAC,REAC:R-HSA-3232118,SUMOylation of transcription factors,0.0004457803699987456,true,2,18,11,11056,0.18181818181818182,0.1111111111111111,REAC;;;;;;;;;;REAC
GO:BP,GO:0042127,regulation of cell population proliferation,0.0004507265833642844,true,6,1639,11,20972,0.5454545454545454,0.0036607687614399025,"IDA,IMP,ISS,IEA;IMP;;IEA;;;IDA;;IDA,IMP,IEA;;TAS"
GO:BP,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,0.0004868761312250423,true,2,26,11,20972,0.18181818181818182,0.07692307692307693,";IMP,ISS,IEA;ISS;;;;;;;;"
GO:BP,GO:0006312,mitotic recombination,0.0004868761312250423,true,2,26,11,20972,0.18181818181818182,0.07692307692307693,";;;;;;IEA;ISS,IBA,TAS,IEA;;;"
GO:BP,GO:0030308,negative regulation of cell growth,0.000493894679997805,true,3,170,11,20972,0.2727272727272727,0.01764705882352941,IMP;;;;;IMP;;;IDA;;
GO:BP,GO:1902806,regulation of cell cycle G1/S phase transition,0.0005355228019189789,true,3,175,11,20972,0.2727272727272727,0.017142857142857144,"IMP,IEA;;;;;;;;IDA,IMP,IGI,IBA;;IEA"
GO:BP,GO:0044087,regulation of cellular component biogenesis,0.0005414516041970835,true,5,1006,11,20972,0.45454545454545453,0.004970178926441352,"IDA;IMP,IC;IMP;;IDA;NAS;;;;;"
REAC,REAC:R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,0.0005444752463138947,true,2,20,11,11056,0.18181818181818182,0.1,REAC;REAC;;;;;;;;;
GO:BP,GO:0007017,microtubule-based process,0.0005620494116845464,true,5,1015,11,20972,0.45454545454545453,0.0049261083743842365,";;;IDA;IMP;NAS,IEA;IMP;;;IEA;"
GO:BP,GO:0050896,response to stimulus,0.0005668337726608991,true,11,9051,11,20972,1,0.0012153353220638603,"IDA,IMP,IGI,IEP,ISS,TAS,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IEP,ISS,IBA,TAS,IEA;IDA,IMP,IBA,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IBA,NAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IEP,ISS,IBA,TAS,IEA;IDA,IMP,IEP,TAS,IEA;IDA,IMP,IEP,TAS"
GO:BP,GO:0043065,positive regulation of apoptotic process,0.0005913644118537621,true,4,512,11,20972,0.36363636363636365,0.0078125,"IDA,IMP,ISS,IEA;IMP,IEA;;;IEA;;;;;IDA;"
GO:BP,GO:2000279,negative regulation of DNA biosynthetic process,0.0006282506344480245,true,2,30,11,20972,0.18181818181818182,0.06666666666666667,IDA;;;;;;;;IMP;;
GO:BP,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,0.0007123960210218516,true,2,32,11,20972,0.18181818181818182,0.0625,IEA;;;;;;;;;;IMP
GO:BP,GO:0010558,negative regulation of macromolecule biosynthetic process,0.0007449976968151887,true,7,2733,11,20972,0.6363636363636364,0.002561287961946579,"IDA,IMP,ISS,NAS,IEA;IDA;;ISS,IEA;;IDA,IMP,IEA;;;IMP,IEA;IMP;IDA,IMP"
GO:BP,GO:0140013,meiotic nuclear division,0.0007492695377813982,true,3,199,11,20972,0.2727272727272727,0.01507537688442211,";TAS,IEA;;;;;IEA;IBA,TAS,IEA;;;"
GO:BP,GO:1901798,positive regulation of signal transduction by p53 class mediator,0.0007492695377813982,true,2,33,11,20972,0.18181818181818182,0.06060606060606061,;IMP;IMP;;;;;;;;
GO:BP,GO:0031334,positive regulation of protein-containing complex assembly,0.000802405779743893,true,3,204,11,20972,0.2727272727272727,0.014705882352941176,IDA;IMP;IMP;;;;;;;;
GO:BP,GO:0046677,response to antibiotic,0.0008332301209600276,true,2,35,11,20972,0.18181818181818182,0.05714285714285714,"IDA,IEP;;;;;;;;;;IDA,IEP"
REAC,REAC:R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,0.0008443767124331502,true,2,25,11,11056,0.18181818181818182,0.08,;;;;;;;;REAC;;REAC
GO:BP,GO:0009890,negative regulation of biosynthetic process,0.0008547819649678342,true,7,2802,11,20972,0.6363636363636364,0.0024982155603140615,"IDA,IMP,ISS,NAS,IEA;IDA;;ISS,IEA;;IDA,IMP,IEA;;;IMP,IEA;IMP;IDA,IMP"
GO:BP,GO:0045936,negative regulation of phosphate metabolic process,0.0008575209467410072,true,3,210,11,20972,0.2727272727272727,0.014285714285714285,"IMP;;;;;;;;IDA,IMP;IMP;"
GO:BP,GO:0010563,negative regulation of phosphorus metabolic process,0.0008575209467410072,true,3,210,11,20972,0.2727272727272727,0.014285714285714285,"IMP;;;;;;;;IDA,IMP;IMP;"
GO:BP,GO:0008340,determination of adult lifespan,0.0008652710152441667,true,2,36,11,20972,0.18181818181818182,0.05555555555555555,"ISS,IEA;IEA;;;;;;;;;"
GO:BP,GO:0000082,G1/S transition of mitotic cell cycle,0.0008735491026763536,true,3,212,11,20972,0.2727272727272727,0.014150943396226415,"IMP,IEA;;;;;;;;IDA,IGI,IBA,TAS;;IEA"
GO:BP,GO:0009612,response to mechanical stimulus,0.0008938932389968771,true,3,214,11,20972,0.2727272727272727,0.014018691588785047,;;IDA;IEP;;;;;;IEP;
GO:BP,GO:0007507,heart development,0.0009618703877272636,true,4,591,11,20972,0.36363636363636365,0.00676818950930626,"IEA;IEA;;;;;;;ISS,IEA;;IEA"
GO:BP,GO:0045926,negative regulation of growth,0.0009738299264984522,true,3,221,11,20972,0.2727272727272727,0.013574660633484163,"IMP;;;;;IMP;;;IDA,ISS,IEA;;"
GO:BP,GO:1903046,meiotic cell cycle process,0.0009823175165723467,true,3,222,11,20972,0.2727272727272727,0.013513513513513514,";TAS,IEA;;;;;IEA;IBA,TAS,IEA;;;"
GO:BP,GO:0032205,negative regulation of telomere maintenance,0.0009841990450631948,true,2,39,11,20972,0.18181818181818182,0.05128205128205128,IDA;IMP;;;;;;;;;
GO:BP,GO:2000378,negative regulation of reactive oxygen species metabolic process,0.0009841990450631948,true,2,39,11,20972,0.18181818181818182,0.05128205128205128,IEA;;;;;IMP;;;;;
GO:BP,GO:0051239,regulation of multicellular organismal process,0.0010672057626768389,true,7,2923,11,20972,0.6363636363636364,0.0023947998631542937,IEA;IMP;;;;IMP;IDA;;IEA;IEA;IEA
GO:BP,GO:0033260,nuclear DNA replication,0.0010688913069425707,true,2,41,11,20972,0.18181818181818182,0.04878048780487805,;;;;;;IMP;IEA;;;
GO:BP,GO:0008283,cell population proliferation,0.0010688913069425707,true,6,1961,11,20972,0.5454545454545454,0.0030596634370219276,"IDA,IMP,ISS,IEA;IMP;;IEA;;;IDA,IEA;;IDA,IMP,IEA;;TAS"
GO:BP,GO:0010468,regulation of gene expression,0.0010688913069425707,true,9,5549,11,20972,0.8181818181818182,0.0016219138583528565,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,ISS,IEA;;ISS,IEA;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;IEA;IMP;IDA,IMP,IEA"
GO:BP,GO:0043086,negative regulation of catalytic activity,0.0010972758429802496,true,3,233,11,20972,0.2727272727272727,0.012875536480686695,TAS;;;;;;;;IMP;IMP;
GO:BP,GO:0036297,interstrand cross-link repair,0.0011119967588015727,true,2,42,11,20972,0.18181818181818182,0.047619047619047616,;;TAS;;;;;IMP;;;
GO:BP,GO:1902115,regulation of organelle assembly,0.0011576984137697756,true,3,238,11,20972,0.2727272727272727,0.012605042016806723,;IC;;;IDA;NAS;;;;;
GO:BP,GO:0044843,cell cycle G1/S phase transition,0.001166891776504221,true,3,239,11,20972,0.2727272727272727,0.012552301255230125,"IMP,IEA;;;;;;;;IDA,IMP,IGI,IBA,TAS;;IEA"
GO:BP,GO:0033044,regulation of chromosome organization,0.001190601604672337,true,3,241,11,20972,0.2727272727272727,0.012448132780082987,"IDA;IMP,IGI,ISS,IEA;ISS;;;;;;;;"
GO:BP,GO:0044786,cell cycle DNA replication,0.0012550929769944183,true,2,45,11,20972,0.18181818181818182,0.044444444444444446,;;;;;;IMP;IEA;;;
GO:BP,GO:2000573,positive regulation of DNA biosynthetic process,0.0013060389844469624,true,2,46,11,20972,0.18181818181818182,0.043478260869565216,";ISS,IEA;ISS;;;;;;;;"
REAC,REAC:R-HSA-2559585,Oncogene Induced Senescence,0.0014575776673315854,true,2,33,11,11056,0.18181818181818182,0.06060606060606061,REAC;;;;;;;;;;REAC
GO:BP,GO:2000785,regulation of autophagosome assembly,0.0014762432429203916,true,2,49,11,20972,0.18181818181818182,0.04081632653061224,;IC;;;IDA;;;;;;
GO:BP,GO:1901699,cellular response to nitrogen compound,0.0014923590389905098,true,4,676,11,20972,0.36363636363636365,0.005917159763313609,"IDA;;;;;IDA;;IDA,IEA;;;IDA"
GO:BP,GO:1902532,negative regulation of intracellular signal transduction,0.0015283968611298354,true,4,681,11,20972,0.36363636363636365,0.005873715124816446,";IMP,IBA,IEA;;;IEA;IMP;;;;;IDA,IMP,TAS"
GO:BP,GO:0008285,negative regulation of cell population proliferation,0.0015649947171695877,true,4,686,11,20972,0.36363636363636365,0.0058309037900874635,"IDA,IMP,ISS,IEA;IMP;;;;;IDA;;IDA,IMP,IEA;;"
GO:BP,GO:0051129,negative regulation of cellular component organization,0.0016378738756306147,true,4,695,11,20972,0.36363636363636365,0.0057553956834532375,IDA;IMP;;IDA;;NAS;;;;;
REAC,REAC:R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,0.0017117716199551679,true,3,172,11,11056,0.2727272727272727,0.01744186046511628,REAC;;;;;REAC;;;;;REAC
GO:BP,GO:0009968,negative regulation of signal transduction,0.0017622818331677012,true,5,1341,11,20972,0.45454545454545453,0.0037285607755406414,"IEA;IMP,IBA,IEA;;;IEA;IMP;;;;;IDA,IMP,TAS"
REAC,REAC:R-HSA-176187,Activation of ATR in response to replication stress,0.0017813717324601643,true,2,37,11,11056,0.18181818181818182,0.05405405405405406,;;REAC;REAC;;;;;;;
GO:BP,GO:0140014,mitotic nuclear division,0.0018354840095075355,true,3,283,11,20972,0.2727272727272727,0.01060070671378092,;IMP;;IDA;IMP;;;;;;
REAC,REAC:R-HSA-2990846,SUMOylation,0.0018380851250790829,true,3,178,11,11056,0.2727272727272727,0.016853932584269662,REAC;;;;;REAC;;;;;REAC
GO:BP,GO:0007140,male meiotic nuclear division,0.0018715131483996344,true,2,56,11,20972,0.18181818181818182,0.03571428571428571,;IEA;;;;;IEA;;;;
GO:BP,GO:0070887,cellular response to chemical stimulus,0.0018715131483996344,true,6,2199,11,20972,0.5454545454545454,0.002728512960436562,"IDA,IMP,IEP,IEA;IDA,ISS,IEA;;;IEA;IDA,IMP;;IDA,IEA;;;IDA,IEP"
GO:BP,GO:0042113,B cell activation,0.0018715131483996344,true,3,286,11,20972,0.2727272727272727,0.01048951048951049,"IEA;IMP,ISS,IEA;;;;;;;IEA;;"
GO:BP,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,0.0019156045255553711,true,2,57,11,20972,0.18181818181818182,0.03508771929824561,"IMP,IEA;;;;;;;;IDA,IGI;;"
GO:BP,GO:0043525,positive regulation of neuron apoptotic process,0.001975221216016513,true,2,58,11,20972,0.18181818181818182,0.034482758620689655,IEA;IEA;;;;;;;;;
GO:BP,GO:0048599,oocyte development,0.0019942918238004845,true,2,59,11,20972,0.18181818181818182,0.03389830508474576,;IEA;;;;;IEA;;;;
GO:BP,GO:0046651,lymphocyte proliferation,0.0019942918238004845,true,3,295,11,20972,0.2727272727272727,0.010169491525423728,IEA;IMP;;;;;;;IEA;;
GO:BP,GO:0051321,meiotic cell cycle,0.0019942918238004845,true,3,295,11,20972,0.2727272727272727,0.010169491525423728,";TAS,IEA;;;;;IEA;ISS,IBA,TAS,IEA;;;"
GO:BP,GO:0140527,reciprocal homologous recombination,0.0019942918238004845,true,2,59,11,20972,0.18181818181818182,0.03389830508474576,";TAS;;;;;;IBA,TAS,IEA;;;"
GO:BP,GO:0045839,negative regulation of mitotic nuclear division,0.0019942918238004845,true,2,59,11,20972,0.18181818181818182,0.03389830508474576,;IMP;;IDA;;;;;;;
GO:BP,GO:0007131,reciprocal meiotic recombination,0.0019942918238004845,true,2,59,11,20972,0.18181818181818182,0.03389830508474576,";TAS;;;;;;IBA,TAS,IEA;;;"
GO:BP,GO:0040029,epigenetic regulation of gene expression,0.002011823480258298,true,3,297,11,20972,0.2727272727272727,0.010101010101010102,"IDA;;;ISS,IEA;;IMP,IBA,IEA;;;;;"
GO:BP,GO:0070231,T cell apoptotic process,0.002045904197978476,true,2,60,11,20972,0.18181818181818182,0.03333333333333333,"ISS,IEA;;;;IEA;;;;;;"
GO:BP,GO:0032943,mononuclear cell proliferation,0.002095565202366984,true,3,302,11,20972,0.2727272727272727,0.009933774834437087,IEA;IMP;;;;;;;IEA;;
GO:BP,GO:0044088,regulation of vacuole organization,0.002097801850840704,true,2,61,11,20972,0.18181818181818182,0.03278688524590164,;IC;;;IDA;;;;;;
GO:BP,GO:0034605,cellular response to heat,0.002149977057150955,true,2,62,11,20972,0.18181818181818182,0.03225806451612903,;TAS;TAS;;;;;;;;
GO:BP,GO:1902807,negative regulation of cell cycle G1/S phase transition,0.002149977057150955,true,2,62,11,20972,0.18181818181818182,0.03225806451612903,"IMP,IEA;;;;;;;;IDA,IGI;;"
GO:BP,GO:0009994,oocyte differentiation,0.0022110932886555794,true,2,63,11,20972,0.18181818181818182,0.031746031746031744,;IEA;;;;;IEA;;;;
GO:BP,GO:0010648,negative regulation of cell communication,0.002319371148061795,true,5,1449,11,20972,0.45454545454545453,0.003450655624568668,"IEA;IMP,IBA,IEA;;;IEA;IMP;;;;;IDA,IMP,TAS"
GO:BP,GO:0051784,negative regulation of nuclear division,0.002319371148061795,true,2,65,11,20972,0.18181818181818182,0.03076923076923077,;IMP;;IDA;;;;;;;
GO:BP,GO:0006355,regulation of DNA-templated transcription,0.002319371148061795,true,7,3385,11,20972,0.6363636363636364,0.00206794682422452,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;ISS,IEA;;;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;;IMP;IDA,IMP"
GO:BP,GO:0023057,negative regulation of signaling,0.002319371148061795,true,5,1449,11,20972,0.45454545454545453,0.003450655624568668,"IEA;IMP,IBA,IEA;;;IEA;IMP;;;;;IDA,IMP,TAS"
GO:BP,GO:0034504,protein localization to nucleus,0.002334474181953766,true,3,319,11,20972,0.2727272727272727,0.009404388714733543,IEA;;;;;;;;IEA;;IDA
GO:BP,GO:2001141,regulation of RNA biosynthetic process,0.002334474181953766,true,7,3397,11,20972,0.6363636363636364,0.0020606417427141595,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;ISS,IEA;;;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;;IMP;IDA,IMP"
GO:BP,GO:0070192,chromosome organization involved in meiotic cell cycle,0.002334474181953766,true,2,66,11,20972,0.18181818181818182,0.030303030303030304,";IEA;;;;;;IBA,IEA;;;"
GO:BP,GO:1903451,negative regulation of G1 to G0 transition,0.002334474181953766,true,1,1,11,20972,0.09090909090909091,1,"IDA,IMP;;;;;;;;;;"
GO:BP,GO:1904631,response to glucoside,0.002334474181953766,true,1,1,11,20972,0.09090909090909091,1,;;;;;;;IEA;;;
GO:BP,GO:0033140,negative regulation of peptidyl-serine phosphorylation of STAT protein,0.002334474181953766,true,1,1,11,20972,0.09090909090909091,1,;;;;;;;;;IMP;
GO:BP,GO:0007275,multicellular organism development,0.00234071810496529,true,8,4690,11,20972,0.7272727272727273,0.0017057569296375266,"IMP,IEA;IEA;;IEA;;IMP,IBA,IEA;IEA;;ISS,IEA;IEA;IEA"
GO:BP,GO:0030888,regulation of B cell proliferation,0.002378586276446772,true,2,67,11,20972,0.18181818181818182,0.029850746268656716,;IMP;;;;;;;IEA;;
GO:BP,GO:0001756,somitogenesis,0.002378586276446772,true,2,67,11,20972,0.18181818181818182,0.029850746268656716,IEA;IEA;;;;;;;;;
REAC,REAC:R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,0.00244969304440557,true,2,44,11,11056,0.18181818181818182,0.045454545454545456,REAC;REAC;;;;;;;;;
GO:BP,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,0.002586133470586085,true,2,70,11,20972,0.18181818181818182,0.02857142857142857,;;;;;;;;TAS;TAS;
GO:BP,GO:0060411,cardiac septum morphogenesis,0.0026504427592228498,true,2,71,11,20972,0.18181818181818182,0.028169014084507043,IEA;;;;;;;;;;IEA
GO:BP,GO:0070661,leukocyte proliferation,0.002708305058720651,true,3,339,11,20972,0.2727272727272727,0.008849557522123894,IEA;IMP;;;;;;;IEA;;
GO:BP,GO:0071260,cellular response to mechanical stimulus,0.002708305058720651,true,2,72,11,20972,0.18181818181818182,0.027777777777777776,;;;IEP;;;;;;IEP;
GO:BP,GO:0071496,cellular response to external stimulus,0.002770462127849794,true,2,73,11,20972,0.18181818181818182,0.0273972602739726,;;;IEP;;;;;;IEP;
GO:BP,GO:0007010,cytoskeleton organization,0.0028155508392466114,true,5,1534,11,20972,0.45454545454545453,0.003259452411994785,";;;IDA;IMP;NAS,IEA;IMP;;;IEA;"
GO:BP,GO:0006351,DNA-templated transcription,0.0028155508392466114,true,7,3523,11,20972,0.6363636363636364,0.0019869429463525404,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;ISS,IEA;;;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;;IMP;IDA,IMP"
GO:BP,GO:0032206,positive regulation of telomere maintenance,0.0028155508392466114,true,2,74,11,20972,0.18181818181818182,0.02702702702702703,";IMP,ISS,IEA;ISS;;;;;;;;"
REAC,REAC:R-HSA-9723905,Loss of function of TP53 in cancer due to loss of tetramerization ability,0.0028485121820656235,true,1,1,11,11056,0.09090909090909091,1,REAC;;;;;;;;;;
REAC,REAC:R-HSA-9723907,Loss of Function of TP53 in Cancer,0.0028485121820656235,true,1,1,11,11056,0.09090909090909091,1,REAC;;;;;;;;;;
GO:BP,GO:0051865,protein autoubiquitination,0.0029584123454066812,true,2,76,11,20972,0.18181818181818182,0.02631578947368421,";;;;;IDA,IEA;;;;;IMP"
GO:BP,GO:0044092,negative regulation of molecular function,0.003030021807113303,true,3,355,11,20972,0.2727272727272727,0.008450704225352112,TAS;;;;;;;;IMP;IMP;
GO:BP,GO:0051298,centrosome duplication,0.0030930355354365576,true,2,78,11,20972,0.18181818181818182,0.02564102564102564,;;;;;NAS;IMP;;;;
GO:BP,GO:0051246,regulation of protein metabolic process,0.003122702740550169,true,5,1574,11,20972,0.45454545454545453,0.0031766200762388818,"IEA;;;;IMP;;;;IDA,IMP,TAS;IMP,TAS;IDA"
REAC,REAC:R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,0.0031939087034866713,true,2,52,11,11056,0.18181818181818182,0.038461538461538464,;;;REAC;REAC;;;;;;
REAC,REAC:R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,0.0031939087034866713,true,2,52,11,11056,0.18181818181818182,0.038461538461538464,REAC;REAC;;;;;;;;;
REAC,REAC:R-HSA-69613,p53-Independent G1/S DNA Damage Checkpoint,0.0031939087034866713,true,2,52,11,11056,0.18181818181818182,0.038461538461538464,;;;REAC;REAC;;;;;;
GO:BP,GO:0006289,nucleotide-excision repair,0.003426072871846247,true,2,83,11,20972,0.18181818181818182,0.024096385542168676,IMP;;;;;;IMP;;;;
GO:BP,GO:0070227,lymphocyte apoptotic process,0.003426072871846247,true,2,83,11,20972,0.18181818181818182,0.024096385542168676,"ISS,IEA;;;;IEA;;;;;;"
GO:BP,GO:0051252,regulation of RNA metabolic process,0.003426072871846247,true,7,3654,11,20972,0.6363636363636364,0.0019157088122605363,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;ISS,IEA;;;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;;IMP;IDA,IMP"
GO:BP,GO:0033365,protein localization to organelle,0.003426072871846247,true,4,887,11,20972,0.36363636363636365,0.004509582863585118,IEA;;IMP;;;;;;IEA;;IDA
GO:BP,GO:0010569,regulation of double-strand break repair via homologous recombination,0.003426072871846247,true,2,83,11,20972,0.18181818181818182,0.024096385542168676,;;;IDA;;;;IDA;;;
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,0.0034416192290534567,true,6,2538,11,20972,0.5454545454545454,0.002364066193853428,"IDA,IMP,IGI,ISS,IEA;IMP,ISS,IEA;ISS;;IDA;IDA,IMP,IBA,IEA;IDA;;;;"
GO:BP,GO:2001233,regulation of apoptotic signaling pathway,0.00346749783925544,true,3,376,11,20972,0.2727272727272727,0.007978723404255319,"IMP,ISS,IEA;;;;;IMP;;;;;IMP"
GO:BP,GO:0061053,somite development,0.003550692072452474,true,2,85,11,20972,0.18181818181818182,0.023529411764705882,IEA;IEA;;;;;;;;;
GO:BP,GO:0016236,macroautophagy,0.003550692072452474,true,3,380,11,20972,0.2727272727272727,0.007894736842105263,"IEA;IDA,IC;;;IDA;;;;;;"
GO:BP,GO:0031647,regulation of protein stability,0.0036750050798457683,true,3,385,11,20972,0.2727272727272727,0.007792207792207792,"IEA;;;;IDA;;;;;;IDA,IMP"
GO:BP,GO:0048145,regulation of fibroblast proliferation,0.0037688211929995086,true,2,88,11,20972,0.18181818181818182,0.022727272727272728,"IMP,IEA;;;;;;;;IMP;;"
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,0.003952121513037751,true,5,1672,11,20972,0.45454545454545453,0.0029904306220095694,"IDA,IMP,IGI,ISS,IEA;ISS,IEA;;;IDA;IDA,IMP,IBA,IEA;IDA;;;;"
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,0.003960226742533141,true,5,1674,11,20972,0.45454545454545453,0.002986857825567503,"IDA,IMP,IGI,ISS,IEA;ISS,IEA;;;IDA;IDA,IMP,IBA,IEA;IDA;;;;"
GO:BP,GO:0010629,negative regulation of gene expression,0.003990112816255285,true,5,1678,11,20972,0.45454545454545453,0.0029797377830750892,"IEA;IDA;;ISS,IEA;;IMP,IEA;;;IEA;;"
GO:BP,GO:0141187,nucleic acid biosynthetic process,0.00400101218908473,true,9,6735,11,20972,0.8181818181818182,0.0013363028953229399,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IGI,ISS,IEA;ISS;;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;IMP,IEA;IMP;IDA,IMP"
GO:BP,GO:0001558,regulation of cell growth,0.00400101218908473,true,3,399,11,20972,0.2727272727272727,0.007518796992481203,IMP;;;;;IMP;;;IDA;;
GO:BP,GO:0051097,negative regulation of helicase activity,0.004023141386579548,true,1,2,11,20972,0.09090909090909091,0.5,TAS;;;;;;;;;;
GO:BP,GO:1904024,negative regulation of glucose catabolic process to lactate via pyruvate,0.004023141386579548,true,1,2,11,20972,0.09090909090909091,0.5,IEA;;;;;;;;;;
GO:BP,GO:0048585,negative regulation of response to stimulus,0.004023141386579548,true,5,1693,11,20972,0.45454545454545453,0.0029533372711163615,"IEA;IMP,IBA,IEA;;;IEA;IMP;;;;;IDA,IMP,TAS"
GO:BP,GO:1905856,negative regulation of pentose-phosphate shunt,0.004023141386579548,true,1,2,11,20972,0.09090909090909091,0.5,IMP;;;;;;;;;;
GO:BP,GO:0009891,positive regulation of biosynthetic process,0.004023141386579548,true,6,2645,11,20972,0.5454545454545454,0.002268431001890359,"IDA,IMP,IGI,ISS,IEA;IMP,ISS,IEA;ISS;;IDA;IDA,IMP,IBA,IEA;IDA;;;;"
GO:BP,GO:0071460,cellular response to cell-matrix adhesion,0.004023141386579548,true,1,2,11,20972,0.09090909090909091,0.5,;;;;;;;;IMP;;
GO:BP,GO:0042100,B cell proliferation,0.004023141386579548,true,2,92,11,20972,0.18181818181818182,0.021739130434782608,;IMP;;;;;;;IEA;;
GO:BP,GO:1901698,response to nitrogen compound,0.004023141386579548,true,4,941,11,20972,0.36363636363636365,0.004250797024442083,"IDA;;;;;IDA;;IDA,IEA;;;IDA"
